,record_id,reviewed_author_name
940,89673990,Joseph Wesley Harper
941,89678037,Grove
942,90411571,Anthony Atwood
943,89668442,W. H. Helm
944,124738350,Halévy
945,124738350, J. M. Hone
946,90424662,Charles Eliot Norton
947,90593466,Olive Thorne Miller
948,124900053,Sophus Tromholt
949,89645209,Symonds
950,90140107,Cobbe
951,124898612,Margaret Deland
952,89641877,Joel Benton
953,124750476,Charlotte Bury
954,89665227,D. G. Hogarth
955,124751438,A. C. Fox-Davies
956,124753124,Mary Mears
957,90549027,Ida M. Tarbell
958,89634692,Edward Fitzgerald
959,89634692, Wright
960,124902507,Morley
961,90553394,Edmund von Mach
962,89678779,Henri de Régnier
963,124899209,W. S. Walsh
964,89688826,Russell
965,124908327,James
966,89640297,J. L.
967,90556551,Trowbridge
968,89666586,Max Nordau
969,90156369,F. Marion Crawford
970,90086913,Eckstrom
971,90146355,Adams
972,90573691,Beveridge
973,124738077,"Eugene P. Lyle, Jr."
974,89644181,Lauder Brunton
975,89673157,Ernest A. Savage
976,124740753,Edmund Clarence Stedman
977,89675402,Paul Wilstach
978,89673945,Henley
979,124897390,Riley
980,89681320,Woodrow Wilson
981,90545323,George Creel
982,90451453,Dean Hole
983,124898571,Grace King
984,90614836,Frederick Maurice
985,89688108,Algernon Blackwood
986,89688108, Violet Pearn
987,90133147,Rich 
988,90503761,Renée M. Deacon
989,89679279,Edith Wharton
990,124738804,Leroy Scott
991,90300908,Richard Henry Stoddard
992,90588937,Davis
993,90547373,Wallas
994,89673497,Mackenzie
995,124756351,Bindloss
996,89676819,Charles W. Eliot
997,90559186,Marion Harland
998,89676561,Charles H. Haskins
999,124740603,Israel Zangwill
1000,89672338,Harry Thurston Peck
1001,89671017,Marie Sukloff
1002,90411706,Friedrich Delitzsch
1003,90540648,T. E. Kebbel
1004,90604795,Filippo Di Filippi
1005,90562826,Beard
1006,124738773,Marion Crawford
1007,89667070,J. Wood Brown
1008,89701538,Davis
1009,124743174,nan
1010,90575051,Otis Cary
1011,90549015,Washburn
1012,90532864,C. Alphonso Smith
1013,90604209,Charles Lobingier
1014,90589305,James
1015,90599245,William Allan Neilson
1016,90566297,Rubert W. Boyce
1017,124745891,Arnold Bennett
1018,90600771,L. Cranmer-Byng
1019,90600771, S. A. Kapadia
1020,89679314,Ludwig Lewisohn
1021,124748643,H. de Vere Stacpoole
1022,89681588,Woods Hutchinson
1023,90589273,McCarthy
1024,89666069,"John Bigelow, Jr."
1025,90533982,Bernard Shaw
1026,89670870,Henry Osborn Taylor
1027,89691754,Edna St. Vincent Millay
1028,89693725,Lucian Swift Kirtland
1029,90609027,Margaret Potter
1030,89679136,H. Addington Bruce
1031,89677824,Albert Mordell
1032,89670790,Ogden
1033,90572894,Henry van Dyke
1034,90665428,Hueffer
1035,89679385,Laura de Gozdawa Turezynowicz
1036,90157528,Charles Reade
1037,90591709,Aimes
1038,90609561,Chauncey Brewster Tinker
1039,124741105,Marie Louise Van Saanen
1040,90620092,La Farge
1041,89691242,Hadley
1042,124741526,Lewis F. Bostelmann
1043,90275826,W. S. B. Matthews
1044,89679072,Van Wyck Brooks
1045,124756330,Charles G. D. Roberts
1046,124756897,Elizabeth Godfrey
1047,89690092,Bryant
1048,124747636,Louise Closser Hale
1049,124747056,James Cardinal Gibbons
1050,124752078,Ralph D. Paine
1051,89667009,H. J. Mozans
1052,89686889,Bertrand Russell
1053,89678247,Bernard Berenson
1054,89689564,W. F. Willoughby
1055,89682855,Monkshood
1056,89685837,William J. Long
1057,89694839,Romain Rolland
1058,124752398,Estelle W. Stead
1059,124737758,Leopold Auer
1060,124746766,Hewlett
1061,89676468,L. F. Salzmann
1062,89683002,Benjamin De Casseres
1063,89688563,Munro
1064,90609764,Farnol
1065,124748282,Harry Franck
1066,90529502,Figgis
1067,90559844,Paul Carus
1068,124742659,Caroline Dale Snedeker
1069,89678487,Severance
1070,90003542,Nalbro Bartley
1071,89677618,Russell
1072,124747485,John Galsworthy
1073,90569069,Marcel Dieulafoy
1074,89685088,Brandes
1075,89688150,Parke Rexford Kolbe
1076,124745601,Compton Mackenzie
1077,124744764,John G. Neihardt
1078,124742856,Moses
1079,90549571,Joseph Hergesheimer
1080,90147794,Henry Gréville
1081,90540888,Selfridge
1082,89693369,Norman Douglas
1083,89677584,Lucy Lilian Notestein
1084,89683529,Thomas Godfrey
1085,89680932,Charles Wharton Stork
1086,89685693,Younghusband
1087,89680986,Coppard
1088,89684399,Florence MacLeod Harper
1089,89678124,H. G. Wells
1090,90128643,Henry James
1091,90659620,Van Loon
1092,90621672,Wolf von Schierbrand
1093,124741125,Philip Ainsworth Means
1094,90149822,De Amicis
1095,89683716,Gilbert Nobbs
1096,89695103,Charles Hall Grandgent
1097,89693206,Dos Passos
1098,124737213,William James
1099,124737213, Henry James
1100,89682825,Johnson
1101,124744370,Baker
1102,124742032,Ley
1103,89687822,Kellogg
1104,89683524,Legrand
1105,89683524, Loeb
1106,124737191,Vilhjalmur Stefansson
1107,89698318,Cuthbert Wright
1108,89696098,Romain Rolland
1109,89692873,Bazalgette
1110,89692873, Van Wyck Brooks
1111,89688226,Phyllis Bottome
1112,89689062,Sinclair Lewis
1113,124736605,Edmund Gosse
1114,124744159,Willis J. Abbot
1115,89703864,Katherine Mansfield
1116,89683273,James Stephens
1117,89965396,Edwin E. Slosson
1118,89684011,Gilbert Murray
1119,90652904,Harvey Cushing
1120,124741158,Balkin
1121,90570970,Edie
1122,124739162,Charmian London
1123,89682736,Huxley
1124,89689217,Clarence Day
1125,124740211,J. I. Osborne
1126,89685317,Henry Festing Jones
1127,124738279,Bernard Shaw
1128,90635155,G. Stanley Hall
1129,124739189,Amy Lowell
1130,124740842,Klein
1131,124737996,David Morton
1132,90572624,H. G. Wells
1133,124738251,E. A. Robinson
1134,89686244,Amos Warner
1135,89686244, Coolidge
1136,124740912,Warren H. Miller
1137,89699685,Alfred Kreymborg
1138,89683399,Masefield
1139,124739991,Havelock Ellis
1140,89681743,Frank Swinnerton
1141,89696000,Katherine Mansfield
1142,89994342,William E. Dodd
1143,90594769,James Mavor
1144,124739106,Weaver
1145,124741685,Elmer Haslett
1146,89701551,Maxim Gorki
1147,89690362,Hilda Conkling
1148,89680041,Chekhov
1149,89679565,Jacinto Benavente
1150,89997087,William Stearns Davis
1151,89977217,Gilbert K. Chesterton
1152,89967886,Archibald Marshall
1153,90653690,Harry C. Franck
1154,124740032,Ellen Glasgow
