,record_id,reviewed_book_publisher
858,90563162,"Doubleday, Page & Co."
859,89692178,E. P. Dutton and Company
860,124752593,nan
861,90571919,G. P. Putnam's Sons
862,90575503,The Century Co.
863,90498217,The Macmillan Co.
864,89673446,Oxford Clarendon Press
865,124901831,Macmillan & Co
866,124751360,nan
867,90593858,The Grafton Press
868,90587489,"Houghton, Mifflin & Co."
869,90638527,Dutton
870,90617894,Dutton
871,90351836,Ticknor & Company
872,89674596,"Small, Maynard & Co."
873,89673990,Harper & Brothers
874,89678037,The Macmillan Co.
875,90411571,National Publishing Association for the Promotion of Holiness
876,89668442,Lane
877,124738350,The Macmillan Co.
878,90424662,nan
879,90593466,"Houghton, Mifflin & Co."
880,124900053,"Houghton, Mifflin & Co."
881,89645209,"Smith, Elder & Co."
882,90140107,Geo. H. Ellis
883,124898612,"Little, Brown & Co."
884,89641877,M. L. Holbrook & Co.
885,124750476,The John Lane Company
886,89665227,Macmillan
887,124751438,nan
888,124753124,nan
889,90549027,The Macmillan Company
890,89634692,Macmillan & Co
891,124902507,Cassell & Co.
892,90553394,Ginn & Co.
893,89678779,Mercure de France
894,124899209,J. B. Lippincott & Co.
895,89688826,The Macmillan Company
896,124908327,"Dodd, Mead & Co."
897,89640297,"Jansen, McClurg & Co."
898,90556551,"Houghton, Mifflin & Co."
899,89666586,Messrs. John W. Luce & Co.
900,90156369,Macmillan & Co
901,90086913,"Houghton, Mifflin & Company"
902,90146355,"Houghton, Mifflin & Co."
903,90573691,Harper & Bros
904,124738077,nan
905,89644181,Macmillan & Company
906,89673157,Dutton
907,124740753,"Moffat, Yard, and Company"
908,89675402,Charles Scribner's Sons
909,89673945,David Nutt
910,124897390,The Bowen-Merrill Company
911,89681320,The Macmillan Co.
912,90545323,Harper & Brothers
913,90451453,Macmillan & Co.
914,124898571,The Century Co.
915,90614836,"Houghton, Mifflin & Co."
916,89688108,Dutton
917,90133147,D. Lothrop & Co.
918,90503761,John Lane Co.
919,89679279,D. Appleton & Co
920,124738804,"Doubleday, Page and Company"
921,90300908,Charles Scribner's Sons
922,90588937,The Macmillan Co.
923,90547373,The Houghton Mifflin Co.
924,89673497,Ginn
925,124756351,F. A. Stokes Company
926,89676819,Houghton
927,90559186,Harper & Brothers
928,89676561,"Houghton, Mifflin & Co."
929,124740603,nan
930,89672338,Macmillan
931,89671017,Century
932,90411706,Hinrichs
933,90540648,Mitchell Kennerley
934,90604795,E.P. Dutton & Co.
935,90562826,The Macmillan Co.
936,124738773,nan
937,89667070,Scribner
938,89701538,"Houghton, Mifflin & Co."
939,124743174,E. P. Dutton & Co.
940,90575051,Fleming H. Revell Co
941,90549015,The Macmillan Co.
942,90532864,"Doubleday, Page & Co."
943,90604209,The Macmillan Co.
944,90589305,"Longmans, Green & Co."
945,90599245,The Bobbs-Merrill Company
946,90566297,E. P. Dutton & Co.
947,124745891,nan
948,90600771,E. P. Dutton & Co.
949,89679314,Huebsch
950,124748643,nan
951,89681588,"Dodd, Mead & Co."
952,90589273,Harper & Bros
953,89666069,Yale University Press
954,90533982,Brentano
955,89670870,The Macmillan Co.
956,89691754,Harper and Brothers
957,89693725,Doran
958,90609027,Harper & Brothers
959,89679136,"Little, Brown & Co."
960,89677824,Aeropolis Publishing Co.
961,89670790,The Macmillan Co.
962,90572894,Charles Scribner's Sons
963,90665428,"Little, Brown & Co."
964,89679385,G. P. Putnam's Sons
965,90157528,Harper & Brothers
966,90591709,G. P. Putnam's Sons
967,90609561,The Atlantic Monthly Press
968,124741105,nan
969,90620092,The McClure Company
970,89691242,Yale University Press
971,124741526,Rutland Publishing Company
972,90275826,"Donnelly, Ganette & Loyd"
973,89679072,Kennerley
974,124756330,Burdett & Company
975,124756897,Henry Holt & Company
976,89690092,Lane
977,124747636,nan
978,124747056,John Murphy Company
979,124752078,nan
980,89667009,D. Appleton & Co
981,89686889,Century
982,89678247,Frederic Fairchild Sherman
983,89689564,Century
984,89682855,Dutton
985,89685837,Ginn & Co
986,89694839,Holt
987,124752398,George H. Doran Company
988,124737758,Frederick A. Stokes Company
989,124746766,Charles Scribner's Sons
990,89676468,Houghton 
991,89683002,Wilmarth Publishing Co.
992,89688563,Oxford University Press
993,90609764,"Little, Brown & Co."
994,124748282,nan
995,90529502,Charles Scribner's Sons
996,90559844,Open Court Publishing Court Publishing Company
997,124742659,nan
998,89678487,"Dodd, Mead"
999,90003542,"Small, Maynard & Co."
1000,89677618,Scribner
1001,124747485,Scribner's
1002,90569069,Charles Scribner's Sons
1003,89685088,Nicholas L. Brown
1004,89688150,Appleton
1005,124745601,Harper and Bros
1006,124744764,Macmillan Company
1007,124742856,"Little, Brown & Co."
1008,90549571,Alfred A. Knopf
1009,90147794,E. Plon & Cie
1010,90147794, C. Schönhof
1011,90540888,John Lane Co.
1012,89693369,"Dodd, Mead & Company"
1013,89677584,Barnes
1014,89683529,"Little, Brown"
1015,89680932,Yale University Press
1016,89685693,Dutton
1017,89680986,Birrell and Garnett
1018,89684399,Century
1019,89678124,Macmillan Co.
1020,90128643,"Houghton, Osgood & Co"
1021,90659620,Boni and Liveright
1022,90621672,Frederick A. Stokes Company
1023,124741125,Marshall Jones Co.
1024,90149822,G. P. Putnam's Sons
1025,89683716,Scribner
1026,89695103,Marshall Jones
1027,89693206,George H. Doran Company
1028,124737213,Atlantic Monthly Press
1029,89682825,Holt
1030,124744370,Houghton Mifflin Co.
1031,124742032,E. P. Dutton & Co.
1032,89687822,Boni and Liveright
1033,89683524,Putnam
1034,124737191,The Macmillan Co.
1035,89698318,Elkin Mathews
1036,89696098,Henry Holt & Co.
1037,89692873,"Harcourt, Brace and Company"
1038,89688226,Century
1039,89689062,"Harcourt, Brace and Company"
1040,124736605,Scribner
1041,124744159,"Dodd, Mead & Co."
1042,89703864,Alfred A. Knopf
1043,89683273,The Macmillan Company
1044,89965396,The Century Co.
1045,89684011,Houghton Mifflin 
1046,90652904,Oxford University Press
1047,124741158,The Four Seas Co.
1048,90570970,H. W. Wilson Company
1049,124739162,The Century Co.
1050,89682736,George H. Doran Company
1051,89689217,Alfred A. Knopf
1052,124740211,Houghton Mifflin Co.
1053,89685317,The Macmillan Company
1054,124738279,Brentano's
1055,90635155,D. Appleton & Co
1056,124739189,Houghton Mifflin
1057,124740842,The Century Co.
1058,124737996,G. P. Putnam's Sons
1059,90572624,Macmillan Co.
1060,124738251,Macmillan
1061,89686244,Crowell
1062,124740912,George H. Doran Company
1063,89699685,"Harcourt, Brace and Company"
1064,89683399,Macmillan
1065,124739991,Houghton Mifflin Co.
1066,89681743,Doran
1067,89696000,Alfred A. Knopf
1068,89994342,"Doubleday, Page & Co."
1069,90594769,E. P. Dutton & Co.
1070,124739106,Alfred A. Knopf
1071,124741685,E. P. Dutton & Co.
1072,89701551,The Dial Press
1073,89690362,Frederick A. Stokes Company
1074,89680041,Macmillan Company
1075,89679565,Charles Scribner's Sons
1076,89997087,"Houghton, Mifflin & Co."
1077,89977217,John Lane Co.
1078,89967886,"Dodd, Mead & Co."
1079,90653690,The Century Co.
1080,124740032,"Doubleday, Page & Co."
